Type,Buy Amount,Buy Cur.,Sell Amount,Sell Cur.,Fee Amount (optional),Fee Cur. (optional),Exchange (optional),Trade Group (optional),Comment (optional),Date,Tx-ID
"Withdrawal","","","0.23451831000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-15T16:51:26", "DFI20211215165126_sent"
"Trade","0.01146869","BTC-DFI","0.00020855000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-15T15:55:03", "1BTC-DFI20211215155503"
"Trade","0.01146869","BTC-DFI","2.52385119000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-15T15:55:03", "1BTC-DFI20211215155503"
"Deposit","0.23451831000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-15T15:55:03", "DFI20211215155503_receive"
"Withdrawal","","","0.23452064000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-15T15:55:03", "DFI20211215155503_sent"
"Trade","0.465200455","BTC-DFI","100.03619595000001","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-15T10:26:16", "1BTC-DFI20211215102616"
"Trade","0.465200455","BTC-DFI","0.00865647000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-15T10:26:16", "1BTC-DFI20211215102616"
"Withdrawal","","","0.23452297000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-15T10:26:16", "DFI20211215102616_sent"
"Deposit","0.23452064000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-15T10:26:16", "DFI20211215102616_receive"
"Withdrawal","","","100.00000000000000","DFI","","","DeFiChain Light Wallet - Vault","WithdrawFromVault - Withdraw from Vault Wallet","WithdrawFromVault","2021-12-15T10:11:42", "1_DFI20211215101142"
"Deposit","100.00000000000000","DFI","","","","","DeFiChain Light Wallet","WithdrawFromVault - Deposit to DeFiChain Wallet","WithdrawFromVault","2021-12-15T10:11:42", "2_DFI20211215101142"
"Deposit","0.23452297000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-15T10:11:42", "DFI20211215101142_receive"
"Withdrawal","","","0.23452519000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-15T10:11:42", "DFI20211215101142_sent"
"Trade","0.024336635","BTC-DFI","5.21268842000000","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-15T07:39:58", "1BTC-DFI20211215073958"
"Trade","0.024336635","BTC-DFI","0.00045465000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-15T07:39:58", "1BTC-DFI20211215073958"
"Deposit","0.23452519000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-15T07:39:58", "DFI20211215073958_receive"
"Withdrawal","","","0.23452752000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-15T07:39:58", "DFI20211215073958_sent"
"Mining","0.00000251000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-15T00:01:00", "BTC20211215000100_Commission"
"Mining","5.91599380000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-15T00:01:00", "DFI20211215000100_Rewards"
"Mining","0.11778772000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-15T00:01:00", "DFI20211215000100_Commission"
"Trade","0.46881059","BTC-DFI","100.61815876999999","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-14T12:56:24", "1BTC-DFI20211214125624"
"Trade","0.46881059","BTC-DFI","0.00874048000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-14T12:56:24", "1BTC-DFI20211214125624"
"Deposit","0.23452752000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-14T12:56:24", "DFI20211214125624_receive"
"Withdrawal","","","0.23452985000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-14T12:56:24", "DFI20211214125624_sent"
"Withdrawal","","","100.00000000000000","DFI","","","DeFiChain Light Wallet - Vault","WithdrawFromVault - Withdraw from Vault Wallet","WithdrawFromVault","2021-12-14T12:53:50", "1_DFI20211214125350"
"Deposit","100.00000000000000","DFI","","","","","DeFiChain Light Wallet","WithdrawFromVault - Deposit to DeFiChain Wallet","WithdrawFromVault","2021-12-14T12:53:50", "2_DFI20211214125350"
"Withdrawal","","","0.23453207000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-14T12:53:50", "DFI20211214125350_sent"
"Deposit","0.23452985000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-14T12:53:50", "DFI20211214125350_receive"
"Withdrawal","","","1.00000000000000","DFI","","","DeFiChain Light Wallet","DepositToVault - Withdraw from DefiChain Wallet","DepositToVault","2021-12-14T11:07:11", "1_DFI20211214110711"
"Deposit","1.00000000000000","DFI","","","","","DeFiChain Light Wallet - Vault","DepositToVault - Deposit to Vault Wallet","DepositToVault","2021-12-14T11:07:11", "2_DFI20211214110711"
"Withdrawal","","","0.23453429000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-14T11:07:11", "DFI20211214110711_sent"
"Deposit","0.23453207000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-14T11:07:11", "DFI20211214110711_receive"
"Trade","1.80510538","BTC-DFI","401.28850827000002","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-14T06:50:44", "1BTC-DFI20211214065044"
"Trade","1.80510538","BTC-DFI","0.03249033000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-14T06:50:44", "1BTC-DFI20211214065044"
"Deposit","0.23453429000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-14T06:50:44", "DFI20211214065044_receive"
"Withdrawal","","","0.23453662000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-14T06:50:44", "DFI20211214065044_sent"
"Withdrawal","","","400.00000000000000","DFI","","","DeFiChain Light Wallet - Vault","WithdrawFromVault - Withdraw from Vault Wallet","WithdrawFromVault","2021-12-14T06:47:35", "1_DFI20211214064735"
"Deposit","400.00000000000000","DFI","","","","","DeFiChain Light Wallet","WithdrawFromVault - Deposit to DeFiChain Wallet","WithdrawFromVault","2021-12-14T06:47:35", "2_DFI20211214064735"
"Withdrawal","","","0.23453884000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-14T06:47:35", "DFI20211214064735_sent"
"Deposit","0.23453662000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-14T06:47:35", "DFI20211214064735_receive"
"Mining","0.00001288000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-14T00:01:00", "BTC20211214000100_Commission"
"Mining","5.73716067000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-14T00:01:00", "DFI20211214000100_Rewards"
"Mining","0.06604314000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-14T00:01:00", "DFI20211214000100_Commission"
"Withdrawal","","","719.09332818999997","DFI","","","DeFiChain Light Wallet","DepositToVault - Withdraw from DefiChain Wallet","DepositToVault","2021-12-13T23:43:22", "1_DFI20211213234322"
"Deposit","719.09332818999997","DFI","","","","","DeFiChain Light Wallet - Vault","DepositToVault - Deposit to Vault Wallet","DepositToVault","2021-12-13T23:43:22", "2_DFI20211213234322"
"Deposit","0.23453884000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-13T23:43:22", "DFI20211213234322_receive"
"Withdrawal","","","0.23454106000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-13T23:43:22", "DFI20211213234322_sent"
"Trade","719.07570568999995","DFI","3.22499318","BTC-DFI","","","DeFiChain Light Wallet","Remove Liquidity","Trade 1 ","2021-12-13T23:42:35", "1BTC-DFI20211213234235"
"Trade","0.05787467000000","BTC","3.22499318","BTC-DFI","","","DeFiChain Light Wallet","Remove Liquidity","Trade 2 ","2021-12-13T23:42:35", "2BTC-DFI20211213234235"
"Withdrawal","","","0.23454291000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-13T23:42:35", "DFI20211213234235_sent"
"Deposit","0.23454106000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-13T23:42:35", "DFI20211213234235_receive"
"Withdrawal","","","1.20000000000000","DFI","","","DeFiChain Light Wallet","DepositToVault - Withdraw from DefiChain Wallet","DepositToVault","2021-12-13T23:32:07", "1_DFI20211213233207"
"Deposit","1.20000000000000","DFI","","","","","DeFiChain Light Wallet - Vault","DepositToVault - Deposit to Vault Wallet","DepositToVault","2021-12-13T23:32:07", "2_DFI20211213233207"
"Deposit","0.23454291000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-13T23:32:07", "DFI20211213233207_receive"
"Withdrawal","","","0.23454513000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-13T23:32:07", "DFI20211213233207_sent"
"Withdrawal","","","1.00000000000000","DFI","","","DeFiChain Light Wallet","DepositToVault - Withdraw from DefiChain Wallet","DepositToVault","2021-12-13T19:28:38", "1_DFI20211213192838"
"Deposit","1.00000000000000","DFI","","","","","DeFiChain Light Wallet - Vault","DepositToVault - Deposit to Vault Wallet","DepositToVault","2021-12-13T19:28:38", "2_DFI20211213192838"
"Deposit","0.23454513000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-13T19:28:38", "DFI20211213192838_receive"
"Withdrawal","","","0.23454735000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-13T19:28:38", "DFI20211213192838_sent"
"Withdrawal","","","7.00000000000000","DFI","","","DeFiChain Light Wallet","DepositToVault - Withdraw from DefiChain Wallet","DepositToVault","2021-12-13T16:32:36", "1_DFI20211213163236"
"Deposit","7.00000000000000","DFI","","","","","DeFiChain Light Wallet - Vault","DepositToVault - Deposit to Vault Wallet","DepositToVault","2021-12-13T16:32:36", "2_DFI20211213163236"
"Withdrawal","","","0.23454957000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-13T16:32:36", "DFI20211213163236_sent"
"Deposit","0.23454735000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-13T16:32:36", "DFI20211213163236_receive"
"Mining","0.00001246000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-13T00:01:00", "BTC20211213000100_Commission"
"Mining","7.69937027000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-13T00:01:00", "DFI20211213000100_Rewards"
"Mining","0.24673549000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-13T00:01:00", "DFI20211213000100_Commission"
"Withdrawal","","","3.50000000000000","DFI","","","DeFiChain Light Wallet","DepositToVault - Withdraw from DefiChain Wallet","DepositToVault","2021-12-12T20:01:35", "1_DFI20211212200135"
"Deposit","3.50000000000000","DFI","","","","","DeFiChain Light Wallet - Vault","DepositToVault - Deposit to Vault Wallet","DepositToVault","2021-12-12T20:01:35", "2_DFI20211212200135"
"Deposit","0.23454957000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T20:01:35", "DFI20211212200135_receive"
"Withdrawal","","","0.23455179000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T20:01:35", "DFI20211212200135_sent"
"Withdrawal","","","5.00000000000000","DFI","","","DeFiChain Light Wallet","DepositToVault - Withdraw from DefiChain Wallet","DepositToVault","2021-12-12T09:01:40", "1_DFI20211212090140"
"Deposit","5.00000000000000","DFI","","","","","DeFiChain Light Wallet - Vault","DepositToVault - Deposit to Vault Wallet","DepositToVault","2021-12-12T09:01:40", "2_DFI20211212090140"
"Deposit","0.23455179000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T09:01:40", "DFI20211212090140_receive"
"Withdrawal","","","0.23455401000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T09:01:40", "DFI20211212090140_sent"
"Trade","229.12323370999999","DUSD","10.00000000000000","SLV","","","DeFiChain Light Wallet","DEX Trade","Poolswap","2021-12-12T02:14:25", "DUSDSLV20211212021425"
"Deposit","0.23455401000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T02:14:25", "DFI20211212021425_receive"
"Withdrawal","","","0.23455636000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T02:14:25", "DFI20211212021425_sent"
"Minting","10.00000000000000","SLV","","","","","DeFiChain Light Wallet","TakeLoan - Minted Token","TakeLoan","2021-12-12T02:12:19", "SLV20211212021219"
"Deposit","0.23455636000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T02:12:19", "DFI20211212021219_receive"
"Withdrawal","","","0.23455863000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T02:12:19", "DFI20211212021219_sent"
"Withdrawal","","","10.00000000000000","SLV","","","DeFiChain Light Wallet","PaybackLoan - Withdraw from DefiChain Wallet","PaybackLoan","2021-12-12T02:09:20", "SLV20211212020920"
"Deposit","0.23455863000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T02:09:20", "DFI20211212020920_receive"
"Withdrawal","","","0.23456090000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T02:09:20", "DFI20211212020920_sent"
"Withdrawal","","","1125.07011401999989","DUSD","","","DeFiChain Light Wallet","PaybackLoan - Withdraw from DefiChain Wallet","PaybackLoan","2021-12-12T02:07:35", "DUSD20211212020735"
"Deposit","0.23456090000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T02:07:35", "DFI20211212020735_receive"
"Withdrawal","","","0.23456317000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T02:07:35", "DFI20211212020735_sent"
"Trade","1147.28535757000009","DUSD","50.00000000000000","SLV","","","DeFiChain Light Wallet","DEX Trade","Poolswap","2021-12-12T02:04:27", "DUSDSLV20211212020427"
"Deposit","0.23456317000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T02:04:27", "DFI20211212020427_receive"
"Withdrawal","","","0.23456552000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T02:04:27", "DFI20211212020427_sent"
"Minting","60.00000000000000","SLV","","","","","DeFiChain Light Wallet","TakeLoan - Minted Token","TakeLoan","2021-12-12T02:01:23", "SLV20211212020123"
"Deposit","0.23456552000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T02:01:23", "DFI20211212020123_receive"
"Withdrawal","","","0.23456779000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T02:01:23", "DFI20211212020123_sent"
"Withdrawal","","","1380.00000000000000","DUSD","","","DeFiChain Light Wallet","PaybackLoan - Withdraw from DefiChain Wallet","PaybackLoan","2021-12-12T01:56:53", "DUSD20211212015653"
"Deposit","0.23456779000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T01:56:53", "DFI20211212015653_receive"
"Withdrawal","","","0.23457006000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T01:56:53", "DFI20211212015653_sent"
"Trade","1380.42644739999992","DUSD","60.00000000000000","SLV","","","DeFiChain Light Wallet","DEX Trade","Poolswap","2021-12-12T01:55:20", "DUSDSLV20211212015520"
"Withdrawal","","","0.23457241000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T01:55:20", "DFI20211212015520_sent"
"Deposit","0.23457006000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T01:55:20", "DFI20211212015520_receive"
"Minting","60.00000000000000","SLV","","","","","DeFiChain Light Wallet","TakeLoan - Minted Token","TakeLoan","2021-12-12T01:54:08", "SLV20211212015408"
"Deposit","0.23457241000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T01:54:08", "DFI20211212015408_receive"
"Withdrawal","","","0.23457468000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T01:54:08", "DFI20211212015408_sent"
"Withdrawal","","","461.00000000000000","DUSD","","","DeFiChain Light Wallet","PaybackLoan - Withdraw from DefiChain Wallet","PaybackLoan","2021-12-12T01:52:32", "DUSD20211212015232"
"Withdrawal","","","0.23457695000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T01:52:32", "DFI20211212015232_sent"
"Deposit","0.23457468000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T01:52:32", "DFI20211212015232_receive"
"Trade","461.03829531000002","DUSD","20.00000000000000","SLV","","","DeFiChain Light Wallet","DEX Trade","Poolswap","2021-12-12T01:51:19", "DUSDSLV20211212015119"
"Deposit","0.23457695000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T01:51:19", "DFI20211212015119_receive"
"Withdrawal","","","0.23457930000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T01:51:19", "DFI20211212015119_sent"
"Minting","20.00000000000000","SLV","","","","","DeFiChain Light Wallet","TakeLoan - Minted Token","TakeLoan","2021-12-12T01:47:42", "SLV20211212014742"
"Deposit","0.23457930000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-12T01:47:42", "DFI20211212014742_receive"
"Withdrawal","","","0.23458157000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-12T01:47:42", "DFI20211212014742_sent"
"Mining","0.00000359000000","BTC","","","","","DeFiChain Light Wallet","","Commission","2021-12-12T00:01:00", "BTC20211212000100_Commission"
"Mining","7.68865687000000","DFI","","","","","DeFiChain Light Wallet","","Rewards","2021-12-12T00:01:00", "DFI20211212000100_Rewards"
"Mining","0.22332259000000","DFI","","","","","DeFiChain Light Wallet","","Commission","2021-12-12T00:01:00", "DFI20211212000100_Commission"
"Withdrawal","","","1.54300000000000","DUSD","","","DeFiChain Light Wallet","PaybackLoan - Withdraw from DefiChain Wallet","PaybackLoan","2021-12-11T18:11:42", "DUSD20211211181142"
"Withdrawal","","","0.23458384000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T18:11:42", "DFI20211211181142_sent"
"Deposit","0.23458157000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T18:11:42", "DFI20211211181142_receive"
"Trade","1.54300724000000","DUSD","0.07412345000000","PLTR","","","DeFiChain Light Wallet","DEX Trade","Poolswap","2021-12-11T18:09:08", "DUSDPLTR20211211180908"
"Deposit","0.23458384000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T18:09:08", "DFI20211211180908_receive"
"Withdrawal","","","0.23458619000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T18:09:08", "DFI20211211180908_sent"
"Trade","0.00008383000000","DUSD","0.00000048000000","GME","","","DeFiChain Light Wallet","DEX Trade","Poolswap","2021-12-11T18:07:14", "DUSDGME20211211180714"
"Withdrawal","","","0.23458854000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T18:07:14", "DFI20211211180714_sent"
"Deposit","0.23458619000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T18:07:14", "DFI20211211180714_receive"
"Withdrawal","","","2.80000000000000","DFI","","","DeFiChain Light Wallet","DepositToVault - Withdraw from DefiChain Wallet","DepositToVault","2021-12-11T18:04:47", "1_DFI20211211180447"
"Deposit","2.80000000000000","DFI","","","","","DeFiChain Light Wallet - Vault","DepositToVault - Deposit to Vault Wallet","DepositToVault","2021-12-11T18:04:47", "2_DFI20211211180447"
"Deposit","0.23458854000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T18:04:47", "DFI20211211180447_receive"
"Withdrawal","","","0.23459076000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T18:04:47", "DFI20211211180447_sent"
"Withdrawal","","","1.24774346000000","PLTR","","","DeFiChain Light Wallet","PaybackLoan - Withdraw from DefiChain Wallet","PaybackLoan","2021-12-11T17:24:56", "PLTR20211211172456"
"Withdrawal","","","0.23459303000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T17:24:56", "DFI20211211172456_sent"
"Deposit","0.23459076000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T17:24:56", "DFI20211211172456_receive"
"Withdrawal","","","4.00000000000000","PLTR","","","DeFiChain Light Wallet","PaybackLoan - Withdraw from DefiChain Wallet","PaybackLoan","2021-12-11T09:35:22", "PLTR20211211093522"
"Deposit","0.23459303000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T09:35:22", "DFI20211211093522_receive"
"Withdrawal","","","0.23459530000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T09:35:22", "DFI20211211093522_sent"
"Withdrawal","","","10.00000000000000","PLTR","","","DeFiChain Light Wallet","PaybackLoan - Withdraw from DefiChain Wallet","PaybackLoan","2021-12-11T09:30:00", "PLTR20211211093000"
"Withdrawal","","","0.23459757000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T09:30:00", "DFI20211211093000_sent"
"Deposit","0.23459530000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T09:30:00", "DFI20211211093000_receive"
"Trade","15.23596751000000","PLTR","330.57336325000000","DUSD","","","DeFiChain Light Wallet","DEX Trade","Poolswap","2021-12-11T09:26:25", "PLTRDUSD20211211092625"
"Withdrawal","","","0.23459992000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T09:26:25", "DFI20211211092625_sent"
"Deposit","0.23459757000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T09:26:25", "DFI20211211092625_receive"
"Minting","330.00000000000000","DUSD","","","","","DeFiChain Light Wallet","TakeLoan - Minted Token","TakeLoan","2021-12-11T09:22:20", "DUSD20211211092220"
"Withdrawal","","","0.23460219000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T09:22:20", "DFI20211211092220_sent"
"Deposit","0.23459992000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T09:22:20", "DFI20211211092220_receive"
"Withdrawal","","","0.01335817000000","BTC","","","DeFiChain Light Wallet","DepositToVault - Withdraw from DefiChain Wallet","DepositToVault","2021-12-11T09:19:06", "1_BTC20211211091906"
"Deposit","0.01335817000000","BTC","","","","","DeFiChain Light Wallet - Vault","DepositToVault - Deposit to Vault Wallet","DepositToVault","2021-12-11T09:19:06", "2_BTC20211211091906"
"Deposit","0.23460219000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T09:19:06", "DFI20211211091906_receive"
"Withdrawal","","","0.23460441000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T09:19:06", "DFI20211211091906_sent"
"Trade","0.49227556","BTC-DFI","0.00971468000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-11T09:11:21", "1BTC-DFI20211211091121"
"Trade","0.49227556","BTC-DFI","99.81031394999999","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-11T09:11:21", "1BTC-DFI20211211091121"
"Withdrawal","","","0.23460674000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T09:11:21", "DFI20211211091121_sent"
"Deposit","0.23460441000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T09:11:21", "DFI20211211091121_receive"
"Withdrawal","","","137.31964296000001","DFI","","","DeFiChain Light Wallet","DepositToVault - Withdraw from DefiChain Wallet","DepositToVault","2021-12-11T09:08:03", "1_DFI20211211090803"
"Deposit","137.31964296000001","DFI","","","","","DeFiChain Light Wallet - Vault","DepositToVault - Deposit to Vault Wallet","DepositToVault","2021-12-11T09:08:03", "2_DFI20211211090803"
"Deposit","0.23460674000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T09:08:03", "DFI20211211090803_receive"
"Withdrawal","","","0.23460896000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T09:08:03", "DFI20211211090803_sent"
"Trade","0.02307285000000","BTC","1.169178255","BTC-DFI","","","DeFiChain Light Wallet","Remove Liquidity","Trade 1 ","2021-12-11T09:06:40", "1BTC-DFI20211211090640"
"Trade","237.05403731000001","DFI","1.169178255","BTC-DFI","","","DeFiChain Light Wallet","Remove Liquidity","Trade 2 ","2021-12-11T09:06:40", "2BTC-DFI20211211090640"
"Withdrawal","","","0.23461081000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T09:06:40", "DFI20211211090640_sent"
"Deposit","0.23460896000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T09:06:40", "DFI20211211090640_receive"
"Withdrawal","","","57.41562242000000","DFI","","","DeFiChain Light Wallet","DepositToVault - Withdraw from DefiChain Wallet","DepositToVault","2021-12-11T08:59:34", "1_DFI20211211085934"
"Deposit","57.41562242000000","DFI","","","","","DeFiChain Light Wallet - Vault","DepositToVault - Deposit to Vault Wallet","DepositToVault","2021-12-11T08:59:34", "2_DFI20211211085934"
"Withdrawal","","","0.23461303000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T08:59:34", "DFI20211211085934_sent"
"Deposit","0.23461081000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T08:59:34", "DFI20211211085934_receive"
"Trade","7.794521725","BTC-DFI","1580.35920974000010","DFI","","","DeFiChain Light Wallet","Add Liquidity","Trade 1 ","2021-12-11T08:56:56", "1BTC-DFI20211211085656"
"Trade","7.794521725","BTC-DFI","0.15381915000000","BTC","","","DeFiChain Light Wallet","Add Liquidity","Trade 2 ","2021-12-11T08:56:56", "1BTC-DFI20211211085656"
"Withdrawal","","","0.23461536000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T08:56:56", "DFI20211211085656_sent"
"Deposit","0.23461303000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T08:56:56", "DFI20211211085656_receive"
"Withdrawal","","","1631.97391315999994","DFI","","","DeFiChain Light Wallet - Vault","WithdrawFromVault - Withdraw from Vault Wallet","WithdrawFromVault","2021-12-11T08:55:34", "1_DFI20211211085534"
"Deposit","1631.97391315999994","DFI","","","","","DeFiChain Light Wallet","WithdrawFromVault - Deposit to DeFiChain Wallet","WithdrawFromVault","2021-12-11T08:55:34", "2_DFI20211211085534"
"Withdrawal","","","0.23461758000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T08:55:34", "DFI20211211085534_sent"
"Deposit","0.23461536000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T08:55:34", "DFI20211211085534_receive"
"Withdrawal","","","0.15381915000000","BTC","","","DeFiChain Light Wallet - Vault","WithdrawFromVault - Withdraw from Vault Wallet","WithdrawFromVault","2021-12-11T08:51:34", "1_BTC20211211085134"
"Deposit","0.15381915000000","BTC","","","","","DeFiChain Light Wallet","WithdrawFromVault - Deposit to DeFiChain Wallet","WithdrawFromVault","2021-12-11T08:51:34", "2_BTC20211211085134"
"Withdrawal","","","0.23461980000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T08:51:34", "DFI20211211085134_sent"
"Deposit","0.23461758000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T08:51:34", "DFI20211211085134_receive"
"Withdrawal","","","56.90000000000000","PLTR","","","DeFiChain Light Wallet","PaybackLoan - Withdraw from DefiChain Wallet","PaybackLoan","2021-12-11T08:49:33", "PLTR20211211084933"
"Deposit","0.23461980000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T08:49:33", "DFI20211211084933_receive"
"Withdrawal","","","0.23462207000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T08:49:33", "DFI20211211084933_sent"
"Withdrawal","","","1237.00000000000000","DUSD","","","DeFiChain Light Wallet","PaybackLoan - Withdraw from DefiChain Wallet","PaybackLoan","2021-12-11T08:48:26", "DUSD20211211084826"
"Deposit","0.23462207000000","DFI","","","","","DeFiChain Light Wallet","","receive","2021-12-11T08:48:26", "DFI20211211084826_receive"
"Withdrawal","","","0.23462434000000","DFI","","","DeFiChain Light Wallet","","sent","2021-12-11T08:48:26", "DFI20211211084826_sent"
"Trade","1237.33272076999992","DUSD","131.761583765","PLTR-DUSD","","","DeFiChain Light Wallet","Remove Liquidity","Trade 1 ","2021-12-11T08:45:04", "1PLTR-DUSD20211211084504"
